City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text
Goa,"Seafood, Continental, European, German",1500,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent
New Delhi,"Seafood, Italian",5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good
Gurgaon,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Noida,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"North Indian, Chinese, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
New Delhi,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor
New Delhi,"North Indian, Italian, Chinese, Mexican",1400,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good
New Delhi,North Indian,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.7,Dark Green,Excellent
New Delhi,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"North Indian, Asian",3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good
New Delhi,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Jaipur,"Cafe, Mexican, Italian, North Indian, Fast Food",650,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good
New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good
New Delhi,"Bakery, Italian, Chinese, Mexican",700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,"North Indian, Chinese, Thai",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
Birmingham,"Burger, American",35,Pounds(��),No,No,No,No,2,3.7,Yellow,Good
Sandton,"Italian, Pizza, Beverages, Desserts, Grill, Seafood",400,Rand(R),No,No,No,No,4,4.4,Green,Very Good
New Delhi,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
New Delhi,"Bengali, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
Gurgaon,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"American, North Indian, European, Asian",1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good
New Delhi,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
Gurgaon,"North Indian, Mughlai",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.3,Green,Very Good
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,1.9,Red,Poor
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good
New Delhi,"Bakery, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"Continental, Italian, American, North Indian",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average
Puducherry,Desserts,300,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good
New Delhi,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Gurgaon,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
New Delhi,"Mughlai, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good
Gainesville,"Bar Food, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good
New Delhi,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
Noida,"North Indian, Rajasthani",1000,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good
New Delhi,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,4.2,Green,Very Good
New Delhi,"North Indian, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,Chinese,700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average
Noida,"Mithai, Fast Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,"Cafe, North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
Sioux City,American,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good
New Delhi,"North Indian, Mughlai",1950,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good
New Delhi,Chinese,1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.0,Green,Very Good
New Delhi,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Continental",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average
New Delhi,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Goa,"Goan, North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good
New Delhi,Afghani,550,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average
New Delhi,"North Indian, Mughlai, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good
New Delhi,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
New Delhi,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Vizag,"Mughlai, Chinese, Cafe, BBQ, Cajun",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
Colombo,Chinese,2000,Sri Lankan Rupee(LKR),No,No,No,No,3,3.4,Orange,Average
New Delhi,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Allahabad,"North Indian, South Indian, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average
New Delhi,"Japanese, Thai, Sushi",4000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good
New Delhi,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Agra,"Chinese, Italian, Continental, North Indian",1000,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good
Cedar Rapids/Iowa City,"American, Breakfast, Burger",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent
New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good
Johannesburg,"Continental, South African, Beverages, Desserts, Seafood, Grill, Ice Cream, International",955,Rand(R),No,No,No,No,4,4.5,Dark Green,Excellent
New Delhi,Finger Food,3000,Indian Rupees(Rs.),No,No,No,No,4,0.0,White,Not rated
Bhubaneshwar,"Asian, Continental",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
Noida,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,"North Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
New Delhi,Nepalese,750,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good
New Delhi,"Hyderabadi, North Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Albany,"Steak, Tapas, Bar Food",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good
Noida,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Chinese, Thai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Noida,"North Indian, Italian, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.8,Yellow,Good
New Delhi,"Cafe, Mexican, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,0.0,White,Not rated
Gurgaon,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
Valdosta,Mexican,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good
New Delhi,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.4,Orange,Average
Faridabad,"Ice Cream, Desserts, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Hyderabad,"Italian, Continental, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good
Gurgaon,"Italian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
New Delhi,"Mughlai, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good
New Delhi,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
New Delhi,"Mithai, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, South Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,0.0,White,Not rated
New Delhi,"Continental, Italian",2400,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good
New Delhi,"North Indian, Mughlai",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good
Sioux City,"American, Seafood, Steak",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good
New Delhi,"North Indian, Continental, Finger Food",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good
Indore,"Italian, Continental",1950,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good
New Delhi,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
Pretoria,"Grill, Burger",250,Rand(R),No,No,No,No,3,4.1,Green,Very Good
Boise,"American, Burger, Sandwich",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good
New Delhi,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Amritsar,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good
New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,Ice Cream,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average
Cedar Rapids/Iowa City,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good
New Delhi,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"Thai, Chinese",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.1,Orange,Average
New Delhi,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.3,Red,Poor
Noida,"Parsi, Iranian",1300,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good
Noida,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good
New Delhi,"North Indian, Chinese, Continental",2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average
New Delhi,Mughlai,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average
New Delhi,Mughlai,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average
Gurgaon,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor
New Delhi,"Cafe, European",2000,Indian Rupees(Rs.),No,No,No,No,4,4.3,Green,Very Good
New Delhi,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
Noida,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good
New Delhi,"Continental, North Indian, Italian",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good
New Delhi,"Fast Food, Chinese, North Indian",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average
New Delhi,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
Gurgaon,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Albany,"Italian, Pizza",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good
New Delhi,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
New Delhi,"North Indian, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"South Indian, Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Surat,"North Indian, Chinese, Thai, Mexican, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good
New Delhi,"North Indian, Mughlai, Nepalese, Tibetan, Korean",1000,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated
New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
Wellington City,"Italian, Cafe",105,NewZealand($),No,No,No,No,4,4.2,Green,Very Good
New Delhi,"Italian, Tex-Mex, Continental, North Indian",2400,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good
Gurgaon,"Korean, Japanese, Chinese, Asian",1500,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good
Cape Town,"Pizza, Grill",294,Rand(R),No,No,No,No,3,3.7,Yellow,Good
Gurgaon,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average
Gurgaon,"North Indian, Continental",800,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average
New Delhi,South Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good
New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,Mughlai,100,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"European, Desserts",2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good
New Delhi,"Cafe, American, Italian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good
New Delhi,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
New Delhi,"Beverages, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,Chinese,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
New Delhi,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.5,Yellow,Good
Noida,"North Indian, Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average
Noida,"Continental, Lebanese, Mexican",1000,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated
Noida,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,"Mughlai, North Indian",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average
New Delhi,"Continental, Italian",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.3,Orange,Average
New Delhi,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average
Gurgaon,"Continental, North Indian, Chinese",1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Chinese, North Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,Pizza,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average
New Delhi,"Raw Meats, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"North Indian, Chinese, South Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.4,Orange,Average
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good
New Delhi,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,"Chinese, South Indian",150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good
New Delhi,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good
New Delhi,American,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.5,Yellow,Good
New Delhi,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,0.0,White,Not rated
New Delhi,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good
Chennai,"European, Italian, Desserts",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.2,Green,Very Good
Noida,"Mithai, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor
New Delhi,"Japanese, French",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.1,Orange,Average
New Delhi,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average
New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Gurgaon,"Mediterranean, European, American, North Indian",2300,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average
New Delhi,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average
Waterloo,"American, Italian, Seafood",40,Dollar($),No,No,No,No,3,3.6,Yellow,Good
Bras�_lia,Pizza,50,Brazilian Real(R$),No,No,No,No,2,3.2,Orange,Average
Noida,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Mysore,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good
New Delhi,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average
Gurgaon,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
New Delhi,"Chinese, Italian, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average
Noida,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
New Delhi,"North Indian, Mughlai, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average
Gurgaon,"Persian, Arabian, Lebanese, North Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent
Nashik,Chinese,700,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average
Bhopal,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good
Savannah,Burger,40,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent
New Delhi,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Pizza, Fast Food",650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
New Delhi,Mithai,250,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average
New Delhi,"Chinese, Thai, Seafood",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average
New Delhi,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"North Indian, South Indian, Chinese, Street Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average
Mumbai,Asian,1000,Indian Rupees(Rs.),No,No,No,No,3,4.0,Green,Very Good
New Delhi,"North Indian, Mughlai, Continental",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average
New Delhi,"South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
New Delhi,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average
New Delhi,"North Indian, Chinese",850,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Macon,"Chinese, Thai",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent
Faridabad,"North Indian, South Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Mumbai,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good
New Delhi,"Mithai, North Indian, South Indian",500,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good
Gurgaon,"Healthy Food, Cafe, Desserts, Italian, Bakery",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good
New Delhi,Chinese,1300,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average
New Delhi,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
Valdosta,"Indian, Middle Eastern",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good
Noida,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
New Delhi,"Cafe, North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average
Dubai,"Indian, Rajasthani",90,Emirati Diram(AED),Yes,Yes,No,No,2,4.1,Green,Very Good
Pretoria,"Cafe, Burger, Tapas, South African, European, Grill",390,Rand(R),No,No,No,No,4,3.9,Yellow,Good
New Delhi,Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average
Gurgaon,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average
New Delhi,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated
New Delhi,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average
Sioux City,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.9,Yellow,Good
New Delhi,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average
New Delhi,"Turkish, Mediterranean, Middle Eastern",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.3,Green,Very Good
Gurgaon,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average
Noida,"North Indian, Mughlai",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good
New Delhi,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good
New Delhi,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average
New Delhi,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
Ranchi,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good
New Delhi,"Cafe, North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good
Gurgaon,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
New Delhi,"North Indian, Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average
New Delhi,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average
New Delhi,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average
New Delhi,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Noida,Beverages,200,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good
New Delhi,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated
Colombo,"Desserts, Ice Cream",1000,Sri Lankan Rupee(LKR),No,No,No,No,2,4.1,Green,Very Good
Mysore,"North Indian, Asian, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good
Pocatello,"Pizza, Bar Food",0,Dollar($),No,No,No,No,1,3.6,Yellow,Good
Gurgaon,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good
New Delhi,"Desserts, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average
Athens,"Burger, Bar Food",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good
Ludhiana,"Portuguese, African",1200,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good
New Delhi,"Mughlai, North Indian",650,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated
Gurgaon,Chinese,750,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average
Gurgaon,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average
New Delhi,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average
