City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Rating color,Rating text,Aggregate rating
New Delhi,"Mithai, Street Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Burmese, Chinese, Japanese, Malaysian, Thai",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.9
New Delhi,"North Indian, Chinese",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Green,Very Good,4.2
New Delhi,"Continental, Italian, North Indian, Chinese",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.0
Gurgaon,"South Indian, Chinese, North Indian",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"North Indian, Fast Food",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.8
New Delhi,Kashmiri,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Manchester,Indian,0.0,Pounds(��),No,No,No,No,1.0,Green,Very Good,4.2
Gurgaon,Chinese,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,3.4
New Delhi,"Chinese, North Indian",0.4444444444444444,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.8
New Delhi,North Indian,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
New Delhi,"North Indian, Chinese, Italian, Fast Food",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,2.7
Gurgaon,Asian,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.9
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,Italian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Patna,"North Indian, Chinese",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.4
Amritsar,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Green,Very Good,4.1
Gurgaon,North Indian,0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.1
New Delhi,"North Indian, Italian, Chinese",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.5
New Delhi,"Bakery, Fast Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
New Delhi,"Street Food, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Bakery,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Mughlai",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,Chinese,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,3.4
Noida,North Indian,0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,"European, Asian",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Green,Very Good,4.3
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.7
New Delhi,"North Indian, Chinese, Fast Food",0.4444444444444444,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.6
Varanasi,Chinese,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.5
New Delhi,"Fast Food, North Indian, Chinese",0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.4
Noida,Chinese,1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.7
Abu Dhabi,American,0.022222222222222143,Emirati Diram(AED),No,Yes,No,No,1.0,Dark Green,Excellent,4.6
New Delhi,North Indian,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,North Indian,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.4
Noida,"North Indian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Street Food, Mithai",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.8
Cape Town,Mediterranean,0.2222222222222222,Rand(R),No,No,No,No,1.0,Dark Green,Excellent,4.5
Agra,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.7
Gurgaon,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Yellow,Good,3.8
Gurgaon,"North Indian, Chinese",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.7
Noida,"American, Fast Food, Burger",0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.5
New Delhi,"Burger, Desserts, Fast Food",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
Tampa Bay,"Italian, Deli",0.0,Dollar($),No,No,No,No,0.0,Dark Green,Excellent,4.9
New Delhi,"Bakery, Desserts",0.11111111111111105,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.3
Gurgaon,"Mithai, Street Food",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Fast Food, Burger",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.3
New Delhi,Chinese,0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.2
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
Gurgaon,"Continental, Italian, Mexican",1.0,Indian Rupees(Rs.),No,Yes,Yes,No,1.0,Orange,Average,3.4
Macon,Seafood,0.0,Dollar($),No,No,No,No,1.0,Dark Green,Excellent,4.6
New Delhi,"North Indian, Chinese, South Indian",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Ice Cream, Desserts",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
Jaipur,"Cafe, Fast Food, Street Food",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Dark Green,Excellent,4.7
New Delhi,"North Indian, Chinese",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Orange,Average,3.1
Guwahati,"Continental, North Indian, Chinese, Arabian, Thai",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.3
New Delhi,"North Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Chandigarh,"Burger, Fast Food, Desserts, Beverages",0.4444444444444444,Indian Rupees(Rs.),No,Yes,No,No,0.0,Green,Very Good,4.0
Gurgaon,"American, Fast Food, Salad, Healthy Food",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.3
New Delhi,Cafe,0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.4
New Delhi,"Biryani, Hyderabadi",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.9
New Delhi,"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,2.9
Vadodara,"Pizza, Italian",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.1
New Delhi,Beverages,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
New Delhi,"Cafe, Pizza",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.5
Noida,"Chinese, Thai",0.8888888888888888,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
Dehradun,Cafe,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.2
New Delhi,"Bakery, Desserts",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,"North Indian, Mughlai, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,North Indian,0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.3
New Delhi,"North Indian, Mughlai",0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"Chinese, North Indian",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.1
New Delhi,"North Indian, Chinese, Continental",0.6666666666666667,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.7
New Delhi,"Pizza, Fast Food",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.4
Paynesville,Modern Australian,0.0,Dollar($),No,No,No,No,1.0,Orange,Average,2.6
New Delhi,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.8
New Delhi,Biryani,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Ice Cream, Desserts",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.7
Waterloo,American,0.0,Dollar($),No,No,No,No,1.0,Yellow,Good,3.6
Nashik,North Indian,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.6
Noida,"Street Food, Continental, South Indian, North Indian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.9
Noida,Chinese,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,Bakery,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"Biryani, North Indian",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Noida,"Chinese, Thai",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
New Delhi,"North Indian, Chinese",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.8
Birmingham,Contemporary,0.0,Pounds(��),No,No,No,No,1.0,Dark Green,Excellent,4.5
Kanpur,"Indian, Chinese, Continental",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.6
New Delhi,"North Indian, Mughlai, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.2
New Delhi,Asian,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.1
New Delhi,Bakery,0.11111111111111105,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.0
Gurgaon,"North Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,3.1
Faridabad,"Cafe, Chinese, Fast Food",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.8
Noida,"North Indian, Chinese, Fast Food, Mithai",0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"American, Fast Food, Salad, Healthy Food",0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.6
New Delhi,Mughlai,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,Bakery,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.7
New Delhi,"North Indian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.5
New Delhi,Street Food,0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.6
New Delhi,"Bakery, Desserts",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.9
New Delhi,"North Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
New Delhi,"Desserts, Street Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Faridabad,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
Noida,Ice Cream,0.11111111111111105,Indian Rupees(Rs.),No,Yes,No,No,0.0,White,Not rated,0.0
Gurgaon,"Fast Food, Italian, Pizza",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Green,Very Good,4.1
Athens,"Desserts, Latin American, Argentine",0.0,Dollar($),No,No,No,No,0.0,Green,Very Good,4.1
Sioux City,BBQ,0.0,Dollar($),No,No,No,No,0.0,Yellow,Good,3.6
Ahmedabad,"North Indian, Italian, Asian, South Indian",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.1
New Delhi,North Indian,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.9
New Delhi,"Bakery, Desserts",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Modern Indian,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Dark Green,Excellent,4.9
New Delhi,"Ice Cream, Beverages",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
London,"British, Contemporary",0.0,Pounds(��),No,No,No,No,1.0,Dark Green,Excellent,4.5
New Delhi,"North Indian, Mughlai",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.2
New Delhi,"Pizza, Fast Food",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
New Delhi,Lebanese,0.4444444444444444,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.5
Savannah,"American, Southern",0.0,Dollar($),No,No,No,No,1.0,Dark Green,Excellent,4.5
Gurgaon,"North Indian, Mughlai",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.3
New Delhi,North Indian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Raw Meats, North Indian, Fast Food",0.2222222222222222,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.7
Noida,"North Indian, Mughlai, Chinese",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Orange,Average,2.6
New Delhi,"North Indian, Mughlai",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
Gurgaon,"North Indian, Asian, European",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.2
Tangerang,Indonesian,1.0,Indonesian Rupiah(IDR),No,No,No,No,1.0,Yellow,Good,3.7
New Delhi,"Chinese, Fast Food",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
Gurgaon,"North Indian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.4
Gurgaon,"Mithai, North Indian, Chinese, Street Food",0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.7
Gurgaon,"Fast Food, North Indian",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Fast Food,0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.5
New Delhi,"Continental, North Indian, Chinese, Asian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.1
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.9
Allahabad,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
Noida,Fast Food,0.0,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.7
New Delhi,"Mediterranean, Italian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.4
New Delhi,"Italian, Pizza, Fast Food",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,2.8
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Bakery,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Chinese",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.9
Dubuque,"Japanese, Steak, Sushi",0.0,Dollar($),No,No,No,No,1.0,Yellow,Good,3.7
New Delhi,Fast Food,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
New Delhi,North Indian,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"Chinese, North Indian",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,White,Not rated,0.0
New Delhi,"North Indian, Chinese, Fast Food",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,3.0
New Delhi,"Mediterranean, Italian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.0
New Delhi,"Chinese, North Indian, Mughlai",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
Noida,Fast Food,0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.5
New Delhi,"Continental, Asian, Sushi",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Green,Very Good,4.2
Faridabad,"North Indian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.1
Abu Dhabi,"Fast Food, Burger",0.0,Emirati Diram(AED),No,No,No,No,1.0,Green,Very Good,4.2
Gurgaon,"North Indian, Mughlai",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.7
Noida,Beverages,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,Fast Food,0.0,Indian Rupees(Rs.),No,Yes,No,No,0.0,Orange,Average,2.5
Noida,"Biryani, Mughlai",0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.7
New Delhi,"North Indian, Mughlai, Chinese",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.2
New Delhi,"Desserts, Ice Cream",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.2
New Delhi,"North Indian, Continental",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Green,Very Good,4.1
Gurgaon,"North Indian, Mughlai, Biryani",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.8
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Abu Dhabi,"Lebanese, Arabian, Middle Eastern",0.0,Emirati Diram(AED),No,Yes,No,No,1.0,Green,Very Good,4.0
Rio de Janeiro,Brazilian,0.11111111111111105,Brazilian Real(R$),No,No,No,No,1.0,Dark Green,Excellent,4.7
New Delhi,South Indian,0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Green,Very Good,4.3
Chandigarh,"North Indian, Chinese, Continental, Pizza",1.0,Indian Rupees(Rs.),No,Yes,Yes,No,1.0,Yellow,Good,3.7
New Delhi,"North Indian, Mughlai",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Bandung,"Cafe, Coffee and Tea, Western",1.0,Indonesian Rupiah(IDR),No,No,No,No,1.0,Green,Very Good,4.2
New Delhi,"Cafe, French",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,White,Not rated,0.0
New Delhi,"Mithai, Street Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,2.6
New Delhi,"Cafe, Fast Food, Italian",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.2
New Delhi,"Pizza, Fast Food",0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"Mughlai, Fast Food",0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,Chinese,1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.7
New Delhi,Biryani,0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.6
Noida,Chinese,0.2222222222222222,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
New Delhi,North Indian,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.6
New Delhi,North Indian,0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
New Delhi,"North Indian, Mughlai",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.1
New Delhi,"Mithai, Street Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"Fast Food, Turkish",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.8
Gurgaon,"Pizza, Fast Food",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,White,Not rated,0.0
Macon,Italian,0.0,Dollar($),No,No,No,No,1.0,Yellow,Good,3.7
Noida,"North Indian, Chinese, Mughlai",0.8888888888888888,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.1
New Delhi,"Healthy Food, Salad",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.5
Auckland,"Asian Fusion, Cafe",0.0,NewZealand($),No,No,No,No,1.0,Green,Very Good,4.2
New Delhi,"Chinese, Fast Food",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Singapore,"Singaporean, Chinese, Seafood, Malay, Indian",0.0,Dollar($),No,No,No,No,1.0,Orange,Average,3.0
Cedar Rapids/Iowa City,"Pizza, Sandwich",0.0,Dollar($),No,No,No,No,1.0,Dark Green,Excellent,4.7
New Delhi,"European, Italian, North Indian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Green,Very Good,4.2
Noida,"Mediterranean, Continental, North Indian, Italian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.5
New Delhi,"North Indian, Fast Food, Chinese, Continental",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,2.9
New Delhi,"North Indian, Chinese, Italian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Yellow,Good,3.6
Rest of Hawaii,"American, Hawaiian",0.0,Dollar($),No,No,No,No,0.0,Dark Green,Excellent,4.5
Jaipur,"Italian, Bakery, Continental",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Dark Green,Excellent,4.9
Waterloo,"Pizza, Sandwich",0.0,Dollar($),No,No,No,No,1.0,Yellow,Good,3.6
Gurgaon,Bakery,0.2222222222222222,Indian Rupees(Rs.),No,Yes,No,No,0.0,Red,Poor,2.2
Gurgaon,"Chinese, Thai",0.6666666666666667,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.5
New Delhi,"North Indian, Continental",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.9
New Delhi,"North Indian, Mughlai",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.9
Gurgaon,Pizza,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Yellow,Good,3.5
New Delhi,Chinese,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Gainesville,,0.0,Dollar($),No,No,No,No,1.0,Yellow,Good,3.9
Savannah,"American, Breakfast",0.0,Dollar($),No,No,No,No,1.0,Green,Very Good,4.1
Bhubaneshwar,"Mughlai, Chinese, North Indian",0.5555555555555556,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.7
Noida,North Indian,0.11111111111111105,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.5
Ghaziabad,"Fast Food, Cafe, Desserts, Bakery",0.5555555555555556,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.9
Birmingham,British,0.0,Pounds(��),No,No,No,No,1.0,Green,Very Good,4.2
New Delhi,"North Indian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.1
New Delhi,"Ice Cream, Desserts",0.33333333333333326,Indian Rupees(Rs.),No,Yes,No,No,0.0,Yellow,Good,3.6
New Delhi,Continental,1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.9
Gurgaon,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",0.7777777777777777,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.9
New Delhi,North Indian,0.11111111111111105,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
New Delhi,"North Indian, Chinese",0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.2
Gurgaon,Ice Cream,0.0,Indian Rupees(Rs.),No,No,No,No,0.0,White,Not rated,0.0
Ahmedabad,"North Indian, Chinese, Continental",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Green,Very Good,4.3
Pretoria,"Cafe, Tapas, South African, Beverages, Healthy Food, Desserts, Spanish",0.07777777777777772,Rand(R),No,No,No,No,1.0,Dark Green,Excellent,4.5
New Delhi,"Asian, Chinese, Thai, Japanese",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Dark Green,Excellent,4.7
Gurgaon,Cafe,0.4444444444444444,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.1
New Delhi,"North Indian, Chinese",1.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,Yellow,Good,3.7
New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",0.6666666666666667,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,2.8
Nagpur,"American, Fast Food",0.6666666666666667,Indian Rupees(Rs.),No,Yes,No,No,1.0,Red,Poor,2.2
Noida,Fast Food,0.11111111111111105,Indian Rupees(Rs.),No,Yes,No,No,0.0,White,Not rated,0.0
New Delhi,"Street Food, Chinese, Mithai",0.0,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.3
Noida,North Indian,0.8888888888888888,Indian Rupees(Rs.),No,Yes,No,No,1.0,Orange,Average,3.1
Nashik,Maharashtrian,0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.8
New Delhi,"North Indian, Chinese",0.33333333333333326,Indian Rupees(Rs.),No,No,No,No,0.0,Orange,Average,3.0
Gurgaon,"Italian, Pizza, Lebanese",1.0,Indian Rupees(Rs.),Yes,Yes,No,No,1.0,Orange,Average,3.3
New Delhi,"American, Tex-Mex, Italian, Mexican, North Indian",1.0,Indian Rupees(Rs.),Yes,No,No,No,1.0,Orange,Average,2.8
New Delhi,North Indian,0.7777777777777777,Indian Rupees(Rs.),No,No,No,No,1.0,Orange,Average,3.0
Ludhiana,"European, Chinese",1.0,Indian Rupees(Rs.),No,No,No,No,1.0,Yellow,Good,3.8
